number;Indicator;Group;State;Subgroup;Phase;Time Period;Time Period Label;Time Period Start Date;Time Period End Date;Value;Low CI;High CI;Confidence Interval;Quartile Range
6549;Symptoms of Depressive Disorder;By State;Pennsylvania;Pennsylvania;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;20.0;16.9;23.4;16.9 - 23.4;18.4-20.2
6550;Symptoms of Depressive Disorder;By State;Rhode Island;Rhode Island;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;17.2;13.1;22.0;13.1 - 22.0;13.4-18.3
6551;Symptoms of Depressive Disorder;By State;South Carolina;South Carolina;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;21.7;18.0;25.7;18.0 - 25.7;20.3-22.3
6552;Symptoms of Depressive Disorder;By State;South Dakota;South Dakota;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;20.8;15.4;27.1;15.4 - 27.1;20.3-22.3
6553;Symptoms of Depressive Disorder;By State;Tennessee;Tennessee;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;19.7;16.2;23.7;16.2 - 23.7;18.4-20.2
6554;Symptoms of Depressive Disorder;By State;Texas;Texas;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;23.7;19.9;27.8;19.9 - 27.8;22.4-28.2
6555;Symptoms of Depressive Disorder;By State;Utah;Utah;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;19.1;16.1;22.4;16.1 - 22.4;18.4-20.2
6556;Symptoms of Depressive Disorder;By State;Vermont;Vermont;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;17.8;13.5;22.8;13.5 - 22.8;13.4-18.3
6557;Symptoms of Depressive Disorder;By State;Virginia;Virginia;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;21.3;17.0;26.1;17.0 - 26.1;20.3-22.3
6558;Symptoms of Depressive Disorder;By State;Washington;Washington;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;22.5;19.3;26.0;19.3 - 26.0;22.4-28.2
6559;Symptoms of Depressive Disorder;By State;West Virginia;West Virginia;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;22.3;16.9;28.5;16.9 - 28.5;20.3-22.3
6560;Symptoms of Depressive Disorder;By State;Wisconsin;Wisconsin;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;13.4;10.9;16.3;10.9 - 16.3;13.4-18.3
6561;Symptoms of Depressive Disorder;By State;Wyoming;Wyoming;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;15.9;10.8;22.1;10.8 - 22.1;13.4-18.3
6562;Symptoms of Anxiety Disorder;National Estimate;United States;United States;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;25.4;24.7;26.2;24.7 - 26.2;
6563;Symptoms of Anxiety Disorder;By Age;United States;18 - 29 years;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;38.1;35.3;40.9;35.3 - 40.9;
6564;Symptoms of Anxiety Disorder;By Age;United States;30 - 39 years;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;31.4;29.5;33.4;29.5 - 33.4;
6565;Symptoms of Anxiety Disorder;By Age;United States;40 - 49 years;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;28.6;27.2;30.2;27.2 - 30.2;
6566;Symptoms of Anxiety Disorder;By Age;United States;50 - 59 years;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;24.5;23.2;25.9;23.2 - 25.9;
6567;Symptoms of Anxiety Disorder;By Age;United States;60 - 69 years;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;17.5;16.3;18.8;16.3 - 18.8;
6568;Symptoms of Anxiety Disorder;By Age;United States;70 - 79 years;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;12.8;11.2;14.4;11.2 - 14.4;
6569;Symptoms of Anxiety Disorder;By Age;United States;80 years and above;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;11.0;8.3;14.3;8.3 - 14.3;
6570;Symptoms of Anxiety Disorder;By Sex;United States;Male;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;22.1;21.1;23.2;21.1 - 23.2;
6571;Symptoms of Anxiety Disorder;By Sex;United States;Female;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;28.5;27.6;29.4;27.6 - 29.4;
6572;Symptoms of Anxiety Disorder;By Race/Hispanic ethnicity;United States;Hispanic or Latino;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;31.0;28.5;33.6;28.5 - 33.6;
6573;Symptoms of Anxiety Disorder;By Race/Hispanic ethnicity;United States;Non-Hispanic White, single race;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;23.9;23.2;24.7;23.2 - 24.7;
6574;Symptoms of Anxiety Disorder;By Race/Hispanic ethnicity;United States;Non-Hispanic Black, single race;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;26.9;24.8;29.0;24.8 - 29.0;
6575;Symptoms of Anxiety Disorder;By Race/Hispanic ethnicity;United States;Non-Hispanic Asian, single race;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;16.2;14.3;18.2;14.3 - 18.2;
6576;Symptoms of Anxiety Disorder;By Race/Hispanic ethnicity;United States;Non-Hispanic, other races and multiple races;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;35.8;31.9;39.8;31.9 - 39.8;
6577;Symptoms of Anxiety Disorder;By Education;United States;Less than a high school diploma;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;34.2;30.3;38.2;30.3 - 38.2;
6578;Symptoms of Anxiety Disorder;By Education;United States;High school diploma or GED;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;26.4;24.8;28.1;24.8 - 28.1;
6579;Symptoms of Anxiety Disorder;By Education;United States;Some college/Associate's degree;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;28.4;27.4;29.4;27.4 - 29.4;
6580;Symptoms of Anxiety Disorder;By Education;United States;Bachelor's degree or higher;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;20.2;19.5;20.9;19.5 - 20.9;
6581;Symptoms of Anxiety Disorder;By Disability status;United States;With disability;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;54.6;51.8;57.4;51.8 - 57.4;
6582;Symptoms of Anxiety Disorder;By Disability status;United States;Without disability;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;20.9;20.2;21.6;20.2 - 21.6;
6583;Symptoms of Anxiety Disorder;By State;Alabama;Alabama;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;27.7;21.8;34.2;21.8 - 34.2;27.0-31.8
6584;Symptoms of Anxiety Disorder;By State;Alaska;Alaska;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;23.6;19.5;28.1;19.5 - 28.1;22.6-25.1
6585;Symptoms of Anxiety Disorder;By State;Arizona;Arizona;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;27.1;23.4;31.1;23.4 - 31.1;27.0-31.8
6586;Symptoms of Anxiety Disorder;By State;Arkansas;Arkansas;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;26.9;22.4;31.8;22.4 - 31.8;25.2-26.9
6587;Symptoms of Anxiety Disorder;By State;California;California;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;26.5;23.4;29.9;23.4 - 29.9;25.2-26.9
6588;Symptoms of Anxiety Disorder;By State;Colorado;Colorado;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;26.2;22.5;30.1;22.5 - 30.1;25.2-26.9
6589;Symptoms of Anxiety Disorder;By State;Connecticut;Connecticut;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;19.7;15.9;23.8;15.9 - 23.8;17.7-22.5
6590;Symptoms of Anxiety Disorder;By State;Delaware;Delaware;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;24.0;18.3;30.5;18.3 - 30.5;22.6-25.1
6591;Symptoms of Anxiety Disorder;By State;District of Columbia;District of Columbia;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;21.5;15.9;27.9;15.9 - 27.9;17.7-22.5
6592;Symptoms of Anxiety Disorder;By State;Florida;Florida;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;24.4;20.4;28.8;20.4 - 28.8;22.6-25.1
6593;Symptoms of Anxiety Disorder;By State;Georgia;Georgia;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;26.9;21.8;32.5;21.8 - 32.5;25.2-26.9
6594;Symptoms of Anxiety Disorder;By State;Hawaii;Hawaii;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;26.6;21.7;31.9;21.7 - 31.9;25.2-26.9
6595;Symptoms of Anxiety Disorder;By State;Idaho;Idaho;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;22.3;17.5;27.6;17.5 - 27.6;17.7-22.5
6596;Symptoms of Anxiety Disorder;By State;Illinois;Illinois;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;25.1;21.2;29.4;21.2 - 29.4;22.6-25.1
6597;Symptoms of Anxiety Disorder;By State;Indiana;Indiana;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;24.7;21.2;28.5;21.2 - 28.5;22.6-25.1
6598;Symptoms of Anxiety Disorder;By State;Iowa;Iowa;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;23.9;20.2;28.0;20.2 - 28.0;22.6-25.1
6599;Symptoms of Anxiety Disorder;By State;Kansas;Kansas;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;21.8;18.5;25.4;18.5 - 25.4;17.7-22.5
6600;Symptoms of Anxiety Disorder;By State;Kentucky;Kentucky;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;23.0;17.4;29.4;17.4 - 29.4;22.6-25.1
6601;Symptoms of Anxiety Disorder;By State;Louisiana;Louisiana;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;31.8;26.6;37.4;26.6 - 37.4;27.0-31.8
6602;Symptoms of Anxiety Disorder;By State;Maine;Maine;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;23.2;17.6;29.6;17.6 - 29.6;22.6-25.1
6603;Symptoms of Anxiety Disorder;By State;Maryland;Maryland;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;22.5;19.7;25.5;19.7 - 25.5;17.7-22.5
6604;Symptoms of Anxiety Disorder;By State;Massachusetts;Massachusetts;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;23.9;20.7;27.4;20.7 - 27.4;22.6-25.1
6605;Symptoms of Anxiety Disorder;By State;Michigan;Michigan;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;19.8;16.5;23.5;16.5 - 23.5;17.7-22.5
6606;Symptoms of Anxiety Disorder;By State;Minnesota;Minnesota;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;22.3;19.1;25.7;19.1 - 25.7;17.7-22.5
6607;Symptoms of Anxiety Disorder;By State;Mississippi;Mississippi;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;27.6;22.7;32.9;22.7 - 32.9;27.0-31.8
6608;Symptoms of Anxiety Disorder;By State;Missouri;Missouri;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;29.3;25.7;33.1;25.7 - 33.1;27.0-31.8
6609;Symptoms of Anxiety Disorder;By State;Montana;Montana;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;17.7;13.8;22.2;13.8 - 22.2;17.7-22.5
6610;Symptoms of Anxiety Disorder;By State;Nebraska;Nebraska;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;17.8;14.7;21.3;14.7 - 21.3;17.7-22.5
6611;Symptoms of Anxiety Disorder;By State;Nevada;Nevada;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;30.7;26.8;34.7;26.8 - 34.7;27.0-31.8
6612;Symptoms of Anxiety Disorder;By State;New Hampshire;New Hampshire;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;28.8;24.0;34.1;24.0 - 34.1;27.0-31.8
6613;Symptoms of Anxiety Disorder;By State;New Jersey;New Jersey;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;26.5;22.1;31.3;22.1 - 31.3;25.2-26.9
6614;Symptoms of Anxiety Disorder;By State;New Mexico;New Mexico;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;28.6;24.1;33.4;24.1 - 33.4;27.0-31.8
6615;Symptoms of Anxiety Disorder;By State;New York;New York;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;22.9;18.6;27.5;18.6 - 27.5;22.6-25.1
6616;Symptoms of Anxiety Disorder;By State;North Carolina;North Carolina;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;26.7;21.5;32.5;21.5 - 32.5;25.2-26.9
6617;Symptoms of Anxiety Disorder;By State;North Dakota;North Dakota;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;22.6;16.7;29.4;16.7 - 29.4;22.6-25.1
6618;Symptoms of Anxiety Disorder;By State;Ohio;Ohio;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;25.4;21.4;29.8;21.4 - 29.8;25.2-26.9
6619;Symptoms of Anxiety Disorder;By State;Oklahoma;Oklahoma;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;26.5;20.2;33.6;20.2 - 33.6;25.2-26.9
6620;Symptoms of Anxiety Disorder;By State;Oregon;Oregon;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;28.9;25.9;32.1;25.9 - 32.1;27.0-31.8
6621;Symptoms of Anxiety Disorder;By State;Pennsylvania;Pennsylvania;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;25.8;22.6;29.2;22.6 - 29.2;25.2-26.9
6622;Symptoms of Anxiety Disorder;By State;Rhode Island;Rhode Island;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;22.2;16.2;29.2;16.2 - 29.2;17.7-22.5
6623;Symptoms of Anxiety Disorder;By State;South Carolina;South Carolina;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;26.5;22.3;31.0;22.3 - 31.0;25.2-26.9
6624;Symptoms of Anxiety Disorder;By State;South Dakota;South Dakota;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;21.1;15.7;27.3;15.7 - 27.3;17.7-22.5
6625;Symptoms of Anxiety Disorder;By State;Tennessee;Tennessee;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;25.2;21.6;29.1;21.6 - 29.1;25.2-26.9
6626;Symptoms of Anxiety Disorder;By State;Texas;Texas;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;28.0;24.7;31.5;24.7 - 31.5;27.0-31.8
6627;Symptoms of Anxiety Disorder;By State;Utah;Utah;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;25.2;21.4;29.2;21.4 - 29.2;25.2-26.9
6628;Symptoms of Anxiety Disorder;By State;Vermont;Vermont;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;23.1;17.9;29.0;17.9 - 29.0;22.6-25.1
6629;Symptoms of Anxiety Disorder;By State;Virginia;Virginia;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;24.1;20.9;27.4;20.9 - 27.4;22.6-25.1
6630;Symptoms of Anxiety Disorder;By State;Washington;Washington;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;27.8;24.4;31.4;24.4 - 31.4;27.0-31.8
6631;Symptoms of Anxiety Disorder;By State;West Virginia;West Virginia;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;27.9;21.6;34.9;21.6 - 34.9;27.0-31.8
6632;Symptoms of Anxiety Disorder;By State;Wisconsin;Wisconsin;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;20.0;16.9;23.4;16.9 - 23.4;17.7-22.5
6633;Symptoms of Anxiety Disorder;By State;Wyoming;Wyoming;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;18.5;13.6;24.3;13.6 - 24.3;17.7-22.5
6634;Symptoms of Anxiety Disorder or Depressive Disorder;National Estimate;United States;United States;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;29.6;28.9;30.4;28.9 - 30.4;
6635;Symptoms of Anxiety Disorder or Depressive Disorder;By Age;United States;18 - 29 years;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;43.9;41.0;46.8;41.0 - 46.8;
6636;Symptoms of Anxiety Disorder or Depressive Disorder;By Age;United States;30 - 39 years;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;36.1;34.2;38.1;34.2 - 38.1;
6637;Symptoms of Anxiety Disorder or Depressive Disorder;By Age;United States;40 - 49 years;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;32.9;31.3;34.5;31.3 - 34.5;
6638;Symptoms of Anxiety Disorder or Depressive Disorder;By Age;United States;50 - 59 years;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;27.8;26.6;29.2;26.6 - 29.2;
6639;Symptoms of Anxiety Disorder or Depressive Disorder;By Age;United States;60 - 69 years;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;21.5;20.3;22.7;20.3 - 22.7;
6640;Symptoms of Anxiety Disorder or Depressive Disorder;By Age;United States;70 - 79 years;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;16.3;14.5;18.1;14.5 - 18.1;
6641;Symptoms of Anxiety Disorder or Depressive Disorder;By Age;United States;80 years and above;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;13.4;10.6;16.7;10.6 - 16.7;
6642;Symptoms of Anxiety Disorder or Depressive Disorder;By Sex;United States;Male;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;26.6;25.6;27.7;25.6 - 27.7;
6643;Symptoms of Anxiety Disorder or Depressive Disorder;By Sex;United States;Female;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;32.4;31.4;33.4;31.4 - 33.4;
6644;Symptoms of Anxiety Disorder or Depressive Disorder;By Race/Hispanic ethnicity;United States;Hispanic or Latino;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;35.7;33.3;38.3;33.3 - 38.3;
6645;Symptoms of Anxiety Disorder or Depressive Disorder;By Race/Hispanic ethnicity;United States;Non-Hispanic White, single race;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;27.7;26.9;28.5;26.9 - 28.5;
6646;Symptoms of Anxiety Disorder or Depressive Disorder;By Race/Hispanic ethnicity;United States;Non-Hispanic Black, single race;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;32.6;30.2;35.1;30.2 - 35.1;
6647;Symptoms of Anxiety Disorder or Depressive Disorder;By Race/Hispanic ethnicity;United States;Non-Hispanic Asian, single race;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;20.2;18.0;22.5;18.0 - 22.5;
6648;Symptoms of Anxiety Disorder or Depressive Disorder;By Race/Hispanic ethnicity;United States;Non-Hispanic, other races and multiple races;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;41.0;37.1;45.1;37.1 - 45.1;
6649;Symptoms of Anxiety Disorder or Depressive Disorder;By Education;United States;Less than a high school diploma;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;37.8;33.9;41.8;33.9 - 41.8;
6650;Symptoms of Anxiety Disorder or Depressive Disorder;By Education;United States;High school diploma or GED;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;31.7;30.1;33.4;30.1 - 33.4;
6651;Symptoms of Anxiety Disorder or Depressive Disorder;By Education;United States;Some college/Associate's degree;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;32.9;31.9;33.9;31.9 - 33.9;
6652;Symptoms of Anxiety Disorder or Depressive Disorder;By Education;United States;Bachelor's degree or higher;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;23.2;22.5;23.9;22.5 - 23.9;
6653;Symptoms of Anxiety Disorder or Depressive Disorder;By Disability status;United States;With disability;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;60.6;58.0;63.2;58.0 - 63.2;
6654;Symptoms of Anxiety Disorder or Depressive Disorder;By Disability status;United States;Without disability;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;24.9;24.1;25.6;24.1 - 25.6;
6655;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Alabama;Alabama;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;31.8;25.7;38.4;25.7 - 38.4;29.3-31.8
6656;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Alaska;Alaska;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;26.9;22.5;31.6;22.5 - 31.6;26.9-29.2
6657;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Arizona;Arizona;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;31.8;28.0;35.9;28.0 - 35.9;29.3-31.8
6658;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Arkansas;Arkansas;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;32.9;27.7;38.3;27.7 - 38.3;31.9-36.5
6659;Symptoms of Anxiety Disorder or Depressive Disorder;By State;California;California;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;30.7;27.9;33.6;27.9 - 33.6;29.3-31.8
6660;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Colorado;Colorado;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;30.3;26.5;34.4;26.5 - 34.4;29.3-31.8
6661;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Connecticut;Connecticut;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;23.6;19.6;27.9;19.6 - 27.9;22.1-26.8
6662;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Delaware;Delaware;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;27.4;22.1;33.2;22.1 - 33.2;26.9-29.2
6663;Symptoms of Anxiety Disorder or Depressive Disorder;By State;District of Columbia;District of Columbia;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;26.8;21.2;33.0;21.2 - 33.0;22.1-26.8
6664;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Florida;Florida;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;28.0;23.6;32.6;23.6 - 32.6;26.9-29.2
6665;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Georgia;Georgia;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;32.2;27.1;37.6;27.1 - 37.6;31.9-36.5
6666;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Hawaii;Hawaii;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;29.3;23.9;35.2;23.9 - 35.2;29.3-31.8
6667;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Idaho;Idaho;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;23.9;19.0;29.4;19.0 - 29.4;22.1-26.8
6668;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Illinois;Illinois;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;28.2;23.9;32.8;23.9 - 32.8;26.9-29.2
6669;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Indiana;Indiana;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;29.3;25.5;33.3;25.5 - 33.3;29.3-31.8
6670;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Iowa;Iowa;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;27.8;23.6;32.2;23.6 - 32.2;26.9-29.2
6671;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Kansas;Kansas;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;25.4;21.5;29.6;21.5 - 29.6;22.1-26.8
6672;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Kentucky;Kentucky;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;28.4;22.7;34.6;22.7 - 34.6;26.9-29.2
6673;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Louisiana;Louisiana;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;34.2;28.8;40.0;28.8 - 40.0;31.9-36.5
6674;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Maine;Maine;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;28.0;21.7;35.0;21.7 - 35.0;26.9-29.2
6675;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Maryland;Maryland;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;26.6;23.3;30.1;23.3 - 30.1;22.1-26.8
6676;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Massachusetts;Massachusetts;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;27.2;23.9;30.6;23.9 - 30.6;26.9-29.2
6677;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Michigan;Michigan;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;23.1;19.9;26.6;19.9 - 26.6;22.1-26.8
6678;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Minnesota;Minnesota;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;26.6;23.1;30.2;23.1 - 30.2;22.1-26.8
6679;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Mississippi;Mississippi;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;32.3;27.8;37.1;27.8 - 37.1;31.9-36.5
6680;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Missouri;Missouri;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;33.6;30.0;37.5;30.0 - 37.5;31.9-36.5
6681;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Montana;Montana;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;22.1;17.6;27.2;17.6 - 27.2;22.1-26.8
6682;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Nebraska;Nebraska;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;22.6;19.1;26.4;19.1 - 26.4;22.1-26.8
6683;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Nevada;Nevada;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;36.5;32.5;40.6;32.5 - 40.6;31.9-36.5
6684;Symptoms of Anxiety Disorder or Depressive Disorder;By State;New Hampshire;New Hampshire;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;33.4;28.6;38.4;28.6 - 38.4;31.9-36.5
6685;Symptoms of Anxiety Disorder or Depressive Disorder;By State;New Jersey;New Jersey;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;30.2;25.6;35.2;25.6 - 35.2;29.3-31.8
6686;Symptoms of Anxiety Disorder or Depressive Disorder;By State;New Mexico;New Mexico;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;32.8;28.3;37.5;28.3 - 37.5;31.9-36.5
6687;Symptoms of Anxiety Disorder or Depressive Disorder;By State;New York;New York;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;27.7;23.4;32.3;23.4 - 32.3;26.9-29.2
